
  4.52006,1,1
  2.73378,-1,1
  3.07324,1,-1
  3.13334,1,1
  2.15538,1,1
  2.11178,-1,1
  2.10596,1,-1
  2.25562,1,-1
  2.31809,-1,1
  2.83439,1,-1
  3.26679,-1,1
  2.78709,1,-1
  2.04997,-1,1
  2.57425,1,-1
  2.45472,1,1
  2.0350,1,-1
  4.18516,-1,1
  4.11576,-1,-1
  3.61339,1,1
  2.56937,1,-1
  3.7036,1,-1
  2.08016,-1,1
  2.51015,1,-1
  2.10543,-1,1
  2.60879,1,-1
  2.5664,1,-1
  3.4788,1,1
  3.20743,-1,-1
  2.5911,1,-1
  3.0094,1,-1
  2.49839,-1,-1
  3.44498,1,1
  3.01746,-1,-1
  3.86627,-1,-1
  2.96513,-1,1
  2.27022,1,-1
  2.83396,1,1
  2.6212,1,-1
  3.44613,1,-1
  2.71982,1,-1
  2.63203,-1,1
  2.49449,-1,1
  2.10298,1,-1
  2.0738,-1,1
  2.04307,1,-1
  4.2072,-1,1
  3.57157,-1,-1
  2.02283,-1,1
  2.57598,-1,1
  3.10337,-1,1
  2.82019,1,-1
  2.21449,1,-1
  3.09286,1,-1
  2.91185,1,-1
  2.96301,1,-1
  3.07193,1,-1
  4.58122,-1,1
  3.15802,1,-1
  2.5749,1,-1
  2.79603,-1,1
  2.49191,1,1
  2.38799,-1,1
  2.98667,-1,1
  3.09662,-1,1
  4.94117,1,-1
  3.62076,1,1
  3.78177,1,-1
  2.46291,-1,1
  3.16848,1,-1
  3.47417,1,1
  2.1345,1,-1
  2.57815,1,1
  3.93365,-1,-1
  2.13226,-1,1
  3.11348,1,1
  3.73549,-1,1
  2.84072,-1,-1
  2.24344,1,-1
  2.10172,1,-1
  3.03018,1,-1
  2.03671,1,-1
  3.22206,1,-1
  3.7687,-1,1
  3.31797,-1,1
  3.1842,1,1
  3.05751,1,1
  2.90331,1,-1
  3.35995,-1,1
  3.10948,-1,1
  4.73784,-1,1
  3.13047,1,-1
  2.02699,1,-1
  3.68233,-1,-1
  4.50264,1,1
  2.26997,-1,1
  4.5231,1,1
  3.03083,-1,1
  3.38848,-1,1
  3.55129,-1,-1
  2.59413,1,-1
  3.54605,1,1
  2.87393,-1,-1
  3.64759,1,-1
  2.29812,-1,-1
  2.60979,1,1
  3.10818,1,-1
  3.49738,1,1
  3.22467,1,1
  3.10201,-1,1
  2.46968,-1,-1
  2.08379,-1,1
  3.42571,-1,-1
  4.39016,-1,-1
  4.68838,1,-1
  2.24703,-1,-1
  2.41743,-1,1
  2.52065,-1,1
  2.83033,1,-1
  3.55275,1,1
  2.74912,-1,-1
  2.77629,-1,-1
  2.60128,-1,1
  2.54699,1,-1
  3.19918,-1,1
  2.91289,1,1
  2.47802,1,-1
  2.28436,-1,1
  3.88862,1,-1
  3.27851,1,-1
  3.29895,-1,1
  3.02221,-1,1
  2.15571,1,-1
  2.29702,-1,-1
  2.44647,-1,1
  3.49429,1,1
  2.8137,-1,-1
  3.14466,1,1
  2.46235,1,-1
  2.23771,-1,1
  2.54669,1,1
  4.05495,1,-1
  2.09452,-1,1
  4.03228,1,-1
  4.71964,1,-1
  2.54971,1,-1
  4.40016,1,1
  4.34786,-1,1
  3.06068,-1,1
  2.73996,-1,-1
  2.95794,-1,1
  2.70132,-1,1
  4.77839,1,1
  2.43476,1,-1
  3.81333,1,1
  2.9231,1,-1
  2.52473,1,-1
  3.26207,1,-1
  2.52083,1,1
  2.68206,1,-1
  2.3704,-1,-1
  2.75117,-1,1
  2.98427,-1,1
  2.06743,1,1
  2.56436,-1,1
  3.10652,1,-1
  2.19958,-1,-1
  2.35968,-1,-1
  2.71149,-1,1
  2.01262,-1,-1
  2.14362,-1,1
  3.03379,1,-1
  2.89763,-1,1
  2.4836,1,-1
  3.12119,-1,1
  2.51736,-1,-1
  2.18927,1,-1
  2.33683,1,-1
  3.09114,-1,1
  3.01705,1,-1
  2.14499,1,1
  2.42397,1,-1
  2.2509,1,-1
  3.48571,1,-1
  3.59507,-1,-1
  4.2304,-1,-1
  2.83098,-1,1
  2.79809,1,-1
  3.59838,1,1
  2.44561,-1,1
  4.90044,1,-1
  2.13856,1,-1
  2.39287,1,-1
  2.4136,1,-1
  3.74887,1,1
  2.7780,1,1
  2.29376,1,-1
  4.13331,1,-1
  4.61176,-1,1
  2.09902,-1,1
  2.08794,1,1
  2.58969,1,-1
  4.03473,1,1
  2.10464,-1,1
  3.08749,-1,1
  2.55676,1,-1
  2.76159,-1,1
  2.96027,1,-1
  2.63874,1,-1
  4.63324,-1,1
  2.28261,1,-1
  2.21329,-1,-1
  2.7323,1,-1
  2.47065,-1,1
  2.14594,1,1
  3.53703,-1,-1
  2.96246,-1,-1
  4.98637,1,-1
  2.63118,-1,1
  3.5909,-1,1
  3.63828,-1,1
  3.56456,-1,1
  3.07706,1,-1
  2.13393,-1,1
  2.60612,1,-1
  2.00687,-1,1
  2.97898,-1,1
  4.52922,-1,-1
  2.57559,1,-1
  4.99107,-1,-1
  2.7301,-1,-1
  3.72734,1,-1
  3.1245,-1,1
  2.92887,1,-1
  2.64007,-1,-1
  2.40659,1,-1
  3.37669,1,-1
  2.79383,1,-1
  2.10563,-1,1
  3.51569,-1,1
  2.01534,-1,1
  2.23967,-1,1
  3.48611,-1,1
  4.54188,1,-1
  3.50224,-1,1
  2.21638,-1,-1
  2.91371,-1,1
  2.58238,-1,1
  3.24382,-1,-1
  4.85224,-1,1
  2.11548,-1,1
  2.18564,-1,-1
  2.32583,1,-1
  2.57894,-1,1
  3.21877,1,1
  2.21962,1,-1
  2.31554,-1,1
  4.16308,-1,1
  3.8617,1,-1
  3.86478,-1,1
  4.42805,-1,-1
  2.65981,1,-1
  2.28315,1,1
  3.41337,1,-1
  2.96485,-1,1
  2.14388,1,-1
  2.23468,1,-1
  4.64466,-1,1
  3.53865,1,1
  2.81084,-1,-1
  2.7742,1,-1
  4.17179,1,-1
  2.23409,1,-1
  4.03615,-1,1
  2.50249,-1,1
  2.77601,-1,-1
  3.10028,1,1
  2.92412,-1,1
  3.35436,-1,1
  3.8546,-1,-1
  4.91461,-1,-1
  3.8097,-1,1
  3.11869,1,-1
  2.86968,1,-1
  3.17154,-1,1
  2.27109,1,-1
  3.93909,-1,-1
  4.24193,-1,1
  3.14603,-1,1
  2.70997,1,-1
  2.80208,1,-1
  3.10094,-1,1
  2.12335,1,-1
  3.4551,-1,1
  3.24697,-1,-1
  2.57659,-1,1
  2.06567,1,-1
  2.46566,1,-1
  2.06332,1,-1
  3.59139,1,-1
  3.63755,-1,1
  3.19565,1,-1
  3.23066,-1,1
  2.61597,-1,1
  2.36551,-1,1
  3.41394,-1,1
  3.69341,1,1
  3.19067,1,-1
  2.6014,-1,-1
  2.13003,1,-1
  3.67363,-1,1
  4.05921,1,-1
  2.27928,-1,-1
  2.28519,1,-1
  2.65804,-1,1
  4.63159,-1,1
  3.87259,-1,-1
  2.86825,1,-1
  2.90329,1,-1
  3.08814,-1,1
  2.19565,1,-1
  2.93851,-1,1
  2.45905,-1,1
  3.09325,-1,1
  2.90816,1,-1
  2.87524,1,1
  3.13671,-1,1
  2.95816,1,1
  4.23772,-1,1
  3.46157,-1,-1
  2.2090,-1,1
  3.05593,-1,1
  2.23604,1,-1
  4.14316,-1,1
  4.38857,-1,1
  4.55815,-1,1
  3.26152,1,1
  2.06681,-1,1
  3.07283,1,-1
  2.38558,1,-1
  4.48429,1,1
  2.34608,-1,1
  2.04665,-1,1
  2.99058,1,-1
  2.98768,-1,1
  3.02469,1,1
  4.07523,-1,-1
  2.83683,1,-1
  4.02653,1,-1
  2.19058,-1,-1
  2.54762,1,-1
  3.03695,1,1
  3.06192,-1,1
  3.60081,1,1
  3.73962,-1,1
  2.68335,1,-1
  3.06518,1,-1
  2.27611,1,1
  2.47197,1,-1
  2.79427,-1,1
  2.21462,1,-1
  2.08585,1,-1
  2.93617,-1,1
  2.20176,-1,1
  2.6307,-1,1
  3.08633,-1,1
  2.00677,-1,1
  3.24988,1,-1
  3.71879,1,-1
  4.1510,-1,1
  2.79395,-1,-1
  4.53322,-1,1
  3.09895,1,1
  2.88285,1,1
  2.79456,1,-1
  2.89284,-1,-1
  2.33642,-1,1
  2.17938,-1,1
  3.05015,1,-1
  2.94813,1,1
  2.81912,-1,1
  3.68107,-1,-1
  2.19478,1,-1
  2.08173,-1,-1
  3.73717,1,1
  2.41538,-1,-1
  4.39431,-1,1
  2.0964,-1,1
  2.18496,-1,1
  2.54254,1,-1
  2.38003,-1,1
  3.15387,-1,1
  3.69707,1,-1
  2.4527,-1,1
  2.06274,-1,-1
  2.84229,-1,1
  3.6275,-1,1
  2.89951,1,-1
  2.67983,-1,1
  3.13633,1,-1
  3.11169,-1,1
  3.23337,-1,-1
  2.37531,-1,1
  2.21981,1,-1
  4.1196,1,1
  2.30962,-1,1
  2.98498,-1,1
  2.65375,-1,-1
  3.38096,-1,1
  2.54535,-1,-1
  2.1228,1,-1
  3.19049,1,-1
